Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#date+start+current,#date+end+current,#affected+num+ipc+current+total,#affected+num+ipc+current+p3plus,#affected+pct+ipc+current+p3plus,#affected+num+ipc+current+phase1,#affected+pct+ipc+current+phase1,#affected+num+ipc+current+phase2,#affected+pct+ipc+current+phase2,#affected+num+ipc+current+phase3,#affected+pct+ipc+current+phase3,#affected+num+ipc+current+phase4,#affected+pct+ipc+current+phase4,#affected+num+ipc+current+phase5,#affected+pct+ipc+current+phase5,#date+start+first_projection,#date+end+first_projection,#affected+num+ipc+first_projection+total,#affected+num+ipc+first_projection+p3plus,#affected+pct+ipc+first_projection+p3plus,#affected+num+ipc+first_projection+phase1,#affected+pct+ipc+first_projection+phase1,#affected+num+ipc+first_projection+phase2,#affected+pct+ipc+first_projection+phase2,#affected+num+ipc+first_projection+phase3,#affected+pct+ipc+first_projection+phase3,#affected+num+ipc+first_projection+phase4,#affected+pct+ipc+first_projection+phase4,#affected+num+ipc+first_projection+phase5,#affected+pct+ipc+first_projection+phase5,#date+start+second_projection,#date+end+second_projection,#affected+num+ipc+second_projection+total,#affected+num+ipc+second_projection+p3plus,#affected+pct+ipc+second_projection+p3plus,#affected+num+ipc+second_projection+phase1,#affected+pct+ipc+second_projection+phase1,#affected+num+ipc+second_projection+phase2,#affected+pct+ipc+second_projection+phase2,#affected+num+ipc+second_projection+phase3,#affected+pct+ipc+second_projection+phase3,#affected+num+ipc+second_projection+phase4,#affected+pct+ipc+second_projection+phase4,#affected+num+ipc+second_projection+phase5,#affected+pct+ipc+second_projection+phase5
Nov 2020,YEM,30041712,Hajjah,Bani qa'is,2020-10-01,2020-12-31,89517,45000,0.5,18000,0.2,27000,0.3,27000,0.3,18000,0.2,0,0,2021-01-01,2021-06-30,89517,54000,0.6,13500,0.15,22500,0.25,31500,0.35,22500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Hajjah,2020-10-01,2020-12-31,41327,18500,0.45,6000,0.15,16500,0.4,12500,0.3,6000,0.15,0,0,2021-01-01,2021-06-30,41327,25000,0.6,4000,0.1,12500,0.3,16500,0.4,8500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Hajjah city,2020-10-01,2020-12-31,102237,41000,0.4,20500,0.2,41000,0.4,36000,0.35,5000,0.05,0,0,2021-01-01,2021-06-30,102237,56500,0.55,15500,0.15,30500,0.3,41000,0.4,15500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Haradh,2020-10-01,2020-12-31,139538,98000,0.7,14000,0.1,28000,0.2,63000,0.45,35000,0.25,0,0,2021-01-01,2021-06-30,139538,112000,0.8,7000,0.05,21000,0.15,63000,0.45,49000,0.35,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Hayran,2020-10-01,2020-12-31,23637,16500,0.7,2500,0.1,4500,0.2,10500,0.45,6000,0.25,0,0,2021-01-01,2021-06-30,23637,19000,0.8,1000,0.05,3500,0.15,10500,0.45,8500,0.35,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Khayran al muharraq,2020-10-01,2020-12-31,133462,60000,0.45,33500,0.25,40000,0.3,33500,0.25,26500,0.2,0,0,2021-01-01,2021-06-30,133462,73500,0.55,26500,0.2,33500,0.25,33500,0.25,40000,0.3,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Ku'aydinah,2020-10-01,2020-12-31,118833,65500,0.55,18000,0.15,35500,0.3,41500,0.35,24000,0.2,0,0,2021-01-01,2021-06-30,118833,77000,0.65,12000,0.1,29500,0.25,47500,0.4,29500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Kuhlan affar,2020-10-01,2020-12-31,61092,36500,0.6,6000,0.1,18500,0.3,27500,0.45,9000,0.15,0,0,2021-01-01,2021-06-30,61092,43000,0.7,3000,0.05,15500,0.25,27500,0.45,15500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Kuhlan ash sharaf,2020-10-01,2020-12-31,72687,36500,0.5,11000,0.15,25500,0.35,29000,0.4,7500,0.1,0,0,2021-01-01,2021-06-30,72687,40000,0.55,11000,0.15,22000,0.3,25500,0.35,14500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Kushar,2020-10-01,2020-12-31,114320,63000,0.55,17000,0.15,34500,0.3,51500,0.45,11500,0.1,0,0,2021-01-01,2021-06-30,114320,74500,0.65,17000,0.15,23000,0.2,51500,0.45,23000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Mabyan,2020-10-01,2020-12-31,80640,44500,0.55,16000,0.2,20000,0.25,32500,0.4,12000,0.15,0,0,2021-01-01,2021-06-30,80640,52500,0.65,12000,0.15,16000,0.2,36500,0.45,16000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Midi,2020-10-01,2020-12-31,25694,18000,0.7,2500,0.1,5000,0.2,11500,0.45,6500,0.25,0,0,2021-01-01,2021-06-30,25694,20500,0.8,1500,0.05,4000,0.15,11500,0.45,9000,0.35,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Mustaba,2020-10-01,2020-12-31,89930,72000,0.8,4500,0.05,13500,0.15,49500,0.55,22500,0.25,0,0,2021-01-01,2021-06-30,89930,76500,0.85,4500,0.05,9000,0.1,40500,0.45,36000,0.4,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Najrah,2020-10-01,2020-12-31,54814,21500,0.4,13500,0.25,19000,0.35,13500,0.25,8000,0.15,0,0,2021-01-01,2021-06-30,54814,27500,0.5,11000,0.2,16500,0.3,16500,0.3,11000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Qafl shamer,2020-10-01,2020-12-31,79894,36000,0.45,16000,0.2,28000,0.35,28000,0.35,8000,0.1,0,0,2021-01-01,2021-06-30,79894,44000,0.55,12000,0.15,24000,0.3,28000,0.35,16000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Qarah,2020-10-01,2020-12-31,55741,42000,0.75,3000,0.05,11000,0.2,25000,0.45,14000,0.25,3000,0.05,2021-01-01,2021-06-30,55741,47500,0.85,3000,0.05,5500,0.1,22500,0.4,19500,0.35,5500,0.1,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Abs,2020-10-01,2020-12-31,314563,188500,0.6,31500,0.1,94500,0.3,141500,0.45,47000,0.15,0,0,2021-01-01,2021-06-30,314563,236000,0.75,15500,0.05,63000,0.2,141500,0.45,94500,0.3,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Sharas,2020-10-01,2020-12-31,23695,12000,0.5,4500,0.2,7000,0.3,9500,0.4,2500,0.1,0,0,2021-01-01,2021-06-30,23695,15000,0.65,2500,0.1,6000,0.25,10500,0.45,4500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Wadhrah,2020-10-01,2020-12-31,17499,11500,0.65,1500,0.1,4500,0.25,8000,0.45,3500,0.2,0,0,2021-01-01,2021-06-30,17499,13000,0.75,1000,0.05,3500,0.2,7000,0.4,6000,0.35,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Hajjah,Washhah,2020-10-01,2020-12-31,97948,78500,0.8,5000,0.05,14500,0.15,54000,0.55,24500,0.25,0,0,2021-01-01,2021-06-30,97948,83500,0.85,5000,0.05,10000,0.1,44000,0.45,34500,0.35,5000,0.05,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Ahwar,2020-10-01,2020-12-31,34393,17000,0.5,7000,0.2,10500,0.3,12000,0.35,5000,0.15,0,0,2021-01-01,2021-06-30,34393,19000,0.55,5000,0.15,10500,0.3,14000,0.4,5000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Al mahfad,2020-10-01,2020-12-31,36404,20000,0.55,3500,0.1,12500,0.35,14500,0.4,5500,0.15,0,0,2021-01-01,2021-06-30,36404,22000,0.6,3500,0.1,11000,0.3,16500,0.45,5500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Al wade'a,2020-10-01,2020-12-31,32172,16500,0.5,6500,0.2,9500,0.3,11500,0.35,5000,0.15,0,0,2021-01-01,2021-06-30,32172,18000,0.55,5000,0.15,9500,0.3,13000,0.4,5000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Jayshan,2020-10-01,2020-12-31,20205,11000,0.55,3000,0.15,6000,0.3,9000,0.45,2000,0.1,0,0,2021-01-01,2021-06-30,20205,11000,0.55,3000,0.15,6000,0.3,8000,0.4,3000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Khanfir,2020-10-01,2020-12-31,167786,75500,0.45,42000,0.25,50500,0.3,42000,0.25,33500,0.2,0,0,2021-01-01,2021-06-30,167786,92500,0.55,25000,0.15,50500,0.3,50500,0.3,42000,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Lawdar,2020-10-01,2020-12-31,119074,59500,0.5,24000,0.2,35500,0.3,41500,0.35,18000,0.15,0,0,2021-01-01,2021-06-30,119074,59500,0.5,24000,0.2,35500,0.3,41500,0.35,18000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Mudiyah,2020-10-01,2020-12-31,47465,23500,0.5,7000,0.15,16500,0.35,16500,0.35,7000,0.15,0,0,2021-01-01,2021-06-30,47465,26000,0.55,7000,0.15,14000,0.3,19000,0.4,7000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Rasad,2020-10-01,2020-12-31,74068,37000,0.5,15000,0.2,22000,0.3,29500,0.4,7500,0.1,0,0,2021-01-01,2021-06-30,74068,37000,0.5,15000,0.2,22000,0.3,26000,0.35,11000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Sarar,2020-10-01,2020-12-31,20588,10000,0.5,4000,0.2,6000,0.3,7000,0.35,3000,0.15,0,0,2021-01-01,2021-06-30,20588,11000,0.55,3000,0.15,6000,0.3,8000,0.4,3000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Sibah,2020-10-01,2020-12-31,22292,12500,0.55,3500,0.15,6500,0.3,9000,0.4,3500,0.15,0,0,2021-01-01,2021-06-30,22292,13500,0.6,3500,0.15,5500,0.25,10000,0.45,3500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Abyan,Zingibar,2020-10-01,2020-12-31,40707,22000,0.55,8000,0.2,10000,0.25,14000,0.35,8000,0.2,0,0,2021-01-01,2021-06-30,40707,26500,0.65,4000,0.1,10000,0.25,16500,0.4,10000,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Ain,2020-10-01,2020-12-31,32434,16000,0.5,5000,0.15,11500,0.35,13000,0.4,3000,0.1,0,0,2021-01-01,2021-06-30,32434,16500,0.5,5000,0.15,11500,0.35,11500,0.35,5000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Al talh,2020-10-01,2020-12-31,13715,8000,0.6,2000,0.15,3500,0.25,6000,0.45,2000,0.15,0,0,2021-01-01,2021-06-30,13715,8000,0.6,1500,0.1,4000,0.3,5500,0.4,2500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Arma,2020-10-01,2020-12-31,14466,7500,0.5,2000,0.15,5000,0.35,6000,0.4,1500,0.1,0,0,2021-01-01,2021-06-30,14466,7000,0.5,2000,0.15,5000,0.35,5000,0.35,2000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Ar rawdah,2020-10-01,2020-12-31,38807,13500,0.35,11500,0.3,13500,0.35,11500,0.3,2000,0.05,0,0,2021-01-01,2021-06-30,38807,13500,0.35,11500,0.3,13500,0.35,9500,0.25,4000,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,As said,2020-10-01,2020-12-31,49328,22500,0.45,10000,0.2,17500,0.35,17500,0.35,5000,0.1,0,0,2021-01-01,2021-06-30,49328,22500,0.45,10000,0.2,17500,0.35,15000,0.3,7500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Ataq,2020-10-01,2020-12-31,53467,24000,0.45,8000,0.15,21500,0.4,18500,0.35,5500,0.1,0,0,2021-01-01,2021-06-30,53467,26500,0.5,8000,0.15,18500,0.35,18500,0.35,8000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Bayhan,2020-10-01,2020-12-31,65867,29500,0.45,13000,0.2,23000,0.35,23000,0.35,6500,0.1,0,0,2021-01-01,2021-06-30,65867,30000,0.45,13000,0.2,23000,0.35,20000,0.3,10000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Dhar,2020-10-01,2020-12-31,14013,8000,0.55,1500,0.1,5000,0.35,6500,0.45,1500,0.1,0,0,2021-01-01,2021-06-30,14013,8500,0.6,1500,0.1,4000,0.3,6500,0.45,2000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Habban,2020-10-01,2020-12-31,42234,19000,0.45,8500,0.2,15000,0.35,15000,0.35,4000,0.1,0,0,2021-01-01,2021-06-30,42234,19000,0.45,8500,0.2,15000,0.35,12500,0.3,6500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Hatib,2020-10-01,2020-12-31,18861,10500,0.55,3000,0.15,5500,0.3,6500,0.35,4000,0.2,0,0,2021-01-01,2021-06-30,18861,10000,0.55,3000,0.15,5500,0.3,5500,0.3,4500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Jardan,2020-10-01,2020-12-31,23034,11500,0.5,3500,0.15,8000,0.35,9000,0.4,2500,0.1,0,0,2021-01-01,2021-06-30,23034,11500,0.5,3500,0.15,8000,0.35,8000,0.35,3500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Mayfa'a,2020-10-01,2020-12-31,58932,18000,0.3,17500,0.3,23500,0.4,12000,0.2,6000,0.1,0,0,2021-01-01,2021-06-30,58932,20500,0.35,17500,0.3,20500,0.35,14500,0.25,6000,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Merkhah al ulya,2020-10-01,2020-12-31,45672,27500,0.6,4500,0.1,13500,0.3,18500,0.4,9000,0.2,0,0,2021-01-01,2021-06-30,45672,27500,0.6,4500,0.1,13500,0.3,16000,0.35,11500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Merkhah as sufla,2020-10-01,2020-12-31,58245,29500,0.5,8500,0.15,20500,0.35,23500,0.4,6000,0.1,0,0,2021-01-01,2021-06-30,58245,29000,0.5,8500,0.15,20500,0.35,20500,0.35,8500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Nisab,2020-10-01,2020-12-31,59628,27000,0.45,12000,0.2,21000,0.35,21000,0.35,6000,0.1,0,0,2021-01-01,2021-06-30,59628,27000,0.45,12000,0.2,21000,0.35,18000,0.3,9000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Rudum,2020-10-01,2020-12-31,32761,15000,0.45,6500,0.2,11500,0.35,11500,0.35,3500,0.1,0,0,2021-01-01,2021-06-30,32761,16500,0.5,6500,0.2,10000,0.3,11500,0.35,5000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Shabwah,Usaylan,2020-10-01,2020-12-31,44417,24500,0.55,4500,0.1,15500,0.35,18000,0.4,6500,0.15,0,0,2021-01-01,2021-06-30,44417,27000,0.6,4500,0.1,13500,0.3,18000,0.4,9000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Al abdiyah,2020-10-01,2020-12-31,20596,11000,0.55,3000,0.15,6000,0.3,8000,0.4,3000,0.15,0,0,2021-01-01,2021-06-30,20596,13500,0.65,2000,0.1,5000,0.25,9500,0.45,4000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Al jubah,2020-10-01,2020-12-31,35334,11000,0.3,7000,0.2,17500,0.5,9000,0.25,2000,0.05,0,0,2021-01-01,2021-06-30,35334,14000,0.4,5500,0.15,16000,0.45,10500,0.3,3500,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Bidbadah,2020-10-01,2020-12-31,26515,10500,0.4,2500,0.1,13500,0.5,8000,0.3,2500,0.1,0,0,2021-01-01,2021-06-30,26515,15000,0.55,1500,0.05,10500,0.4,9500,0.35,5500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Harib,2020-10-01,2020-12-31,56801,14500,0.25,20000,0.35,22500,0.4,11500,0.2,3000,0.05,0,0,2021-01-01,2021-06-30,56801,22500,0.4,14000,0.25,20000,0.35,17000,0.3,5500,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Harib al qaramish,2020-10-01,2020-12-31,10686,7500,0.7,1000,0.1,2000,0.2,5500,0.5,2000,0.2,0,0,2021-01-01,2021-06-30,10686,8500,0.8,500,0.05,1500,0.15,6000,0.55,2500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Jabal murad,2020-10-01,2020-12-31,20090,10000,0.5,4000,0.2,6000,0.3,7000,0.35,3000,0.15,0,0,2021-01-01,2021-06-30,20090,11000,0.55,3000,0.15,6000,0.3,7000,0.35,4000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Mahliyah,2020-10-01,2020-12-31,24772,11000,0.45,3500,0.15,10000,0.4,8500,0.35,2500,0.1,0,0,2021-01-01,2021-06-30,24772,13500,0.55,2500,0.1,8500,0.35,10000,0.4,3500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Majzar,2020-10-01,2020-12-31,26462,16000,0.6,2500,0.1,8000,0.3,10500,0.4,5500,0.2,0,0,2021-01-01,2021-06-30,26462,18500,0.7,1500,0.05,6500,0.25,12000,0.45,6500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Marib,2020-10-01,2020-12-31,85619,43000,0.5,13000,0.15,30000,0.35,30000,0.35,13000,0.15,0,0,2021-01-01,2021-06-30,85619,55500,0.65,8500,0.1,21500,0.25,38500,0.45,17000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Marib city,2020-10-01,2020-12-31,116724,64000,0.55,11500,0.1,41000,0.35,46500,0.4,17500,0.15,0,0,2021-01-01,2021-06-30,116724,76000,0.65,6000,0.05,35000,0.3,52500,0.45,23500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Medghal,2020-10-01,2020-12-31,15162,10500,0.7,1500,0.1,3000,0.2,7500,0.5,3000,0.2,0,0,2021-01-01,2021-06-30,15162,12500,0.8,1000,0.05,2500,0.15,8500,0.55,4000,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Raghwan,2020-10-01,2020-12-31,8380,4000,0.5,1000,0.1,3500,0.4,2500,0.3,1500,0.2,0,0,2021-01-01,2021-06-30,8380,5500,0.65,500,0.05,2500,0.3,3500,0.4,2000,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Rahabah,2020-10-01,2020-12-31,16193,6500,0.4,2500,0.15,7500,0.45,5000,0.3,1500,0.1,0,0,2021-01-01,2021-06-30,16193,8500,0.55,1500,0.1,5500,0.35,5500,0.35,3000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Marib,Sirwah,2020-10-01,2020-12-31,32300,24000,0.75,3000,0.1,5000,0.15,16000,0.5,8000,0.25,0,0,2021-01-01,2021-06-30,32300,27500,0.85,1500,0.05,3000,0.1,18000,0.55,9500,0.3,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Al a'rsh,2020-10-01,2020-12-31,64194,26000,0.4,13000,0.2,25500,0.4,19500,0.3,6500,0.1,0,0,2021-01-01,2021-06-30,64194,29000,0.45,13000,0.2,22500,0.35,22500,0.35,6500,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Al bayda,2020-10-01,2020-12-31,58322,20500,0.35,17500,0.3,20500,0.35,17500,0.3,3000,0.05,0,0,2021-01-01,2021-06-30,58322,23500,0.4,14500,0.25,20500,0.35,17500,0.3,6000,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Al bayda city,2020-10-01,2020-12-31,43497,21500,0.5,8500,0.2,13000,0.3,15000,0.35,6500,0.15,0,0,2021-01-01,2021-06-30,43497,26000,0.6,6500,0.15,11000,0.25,19500,0.45,6500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Al malagim,2020-10-01,2020-12-31,39771,14000,0.35,12000,0.3,14000,0.35,12000,0.3,2000,0.05,0,0,2021-01-01,2021-06-30,39771,18000,0.45,10000,0.25,12000,0.3,14000,0.35,4000,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Al quraishyah,2020-10-01,2020-12-31,40126,14000,0.35,12000,0.3,14000,0.35,10000,0.25,4000,0.1,0,0,2021-01-01,2021-06-30,40126,18000,0.45,10000,0.25,12000,0.3,14000,0.35,4000,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Ar ryashyyah,2020-10-01,2020-12-31,36062,14500,0.4,9000,0.25,12500,0.35,11000,0.3,3500,0.1,0,0,2021-01-01,2021-06-30,36062,16000,0.45,9000,0.25,11000,0.3,12500,0.35,3500,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Ash sharyah,2020-10-01,2020-12-31,46476,23500,0.5,11500,0.25,11500,0.25,14000,0.3,9500,0.2,0,0,2021-01-01,2021-06-30,46476,28000,0.6,9500,0.2,9500,0.2,18500,0.4,9500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,As sawadiyah,2020-10-01,2020-12-31,34056,19000,0.55,7000,0.2,8500,0.25,12000,0.35,7000,0.2,0,0,2021-01-01,2021-06-30,34056,20500,0.6,5000,0.15,8500,0.25,13500,0.4,7000,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,As sawma'ah,2020-10-01,2020-12-31,62126,37500,0.6,9500,0.15,15500,0.25,25000,0.4,12500,0.2,0,0,2021-01-01,2021-06-30,62126,37000,0.6,9500,0.15,15500,0.25,21500,0.35,15500,0.25,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,At taffah,2020-10-01,2020-12-31,37691,20500,0.55,7500,0.2,9500,0.25,15000,0.4,5500,0.15,0,0,2021-01-01,2021-06-30,37691,24500,0.65,4000,0.1,9500,0.25,17000,0.45,7500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Az zahir,2020-10-01,2020-12-31,21123,9500,0.45,4000,0.2,7500,0.35,7500,0.35,2000,0.1,0,0,2021-01-01,2021-06-30,21123,10500,0.5,3000,0.15,7500,0.35,7500,0.35,3000,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Dhi na'im,2020-10-01,2020-12-31,31070,15500,0.5,8000,0.25,8000,0.25,11000,0.35,4500,0.15,0,0,2021-01-01,2021-06-30,31070,18500,0.6,4500,0.15,8000,0.25,14000,0.45,4500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Maswarah,2020-10-01,2020-12-31,9615,6500,0.65,1000,0.1,2500,0.25,4000,0.4,2500,0.25,0,0,2021-01-01,2021-06-30,9615,7000,0.7,1000,0.1,2000,0.2,4000,0.4,3000,0.3,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Mukayras,2020-10-01,2020-12-31,49440,17500,0.35,15000,0.3,17500,0.35,12500,0.25,5000,0.1,0,0,2021-01-01,2021-06-30,49440,22500,0.45,12500,0.25,15000,0.3,15000,0.3,7500,0.15,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Na'man,2020-10-01,2020-12-31,12692,5500,0.4,2500,0.2,5000,0.4,4000,0.3,1500,0.1,0,0,2021-01-01,2021-06-30,12692,7000,0.55,2000,0.15,4000,0.3,4500,0.35,2500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Nati',2020-10-01,2020-12-31,17335,7500,0.45,4500,0.25,5000,0.3,6000,0.35,1500,0.1,0,0,2021-01-01,2021-06-30,17335,10500,0.6,2500,0.15,4500,0.25,7000,0.4,3500,0.2,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Rada',2020-10-01,2020-12-31,82374,24500,0.3,33000,0.4,24500,0.3,16500,0.2,8000,0.1,0,0,2021-01-01,2021-06-30,82374,28500,0.35,29000,0.35,24500,0.3,20500,0.25,8000,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Radman al awad,2020-10-01,2020-12-31,26262,10500,0.4,8000,0.3,8000,0.3,9000,0.35,1500,0.05,0,0,2021-01-01,2021-06-30,26262,13000,0.5,6500,0.25,6500,0.25,10500,0.4,2500,0.1,0,0,,,0,,,,,,,,,,,,
Nov 2020,YEM,30041712,Al Bayda,Sabah,2020-10-01,2020-12-31,38028,20500,0.55,7500,0.2,9500,0.25,15000,0.4,5500,0.15,0,0,2021-01-01,2021-06-30,38028,22500,0.6,5500,0.15,9500,0.25,15000,0.4,7500,0.2,0,0,,,0,,,,,,,,,,,,
